"segId","mainAge","licenseHeld","noClaims","gender","drivers","numCars","coverType","persMiles","numClaims","numOffences","leadTime","201504-avgMonthlyEnq","201504-enqToSale","201504-enqToClick","201504-clicksPerCLicker","201504-clickToSale","201504-pctOkResults","PctCh-Enq","Ch-enqToSale","Ch-enqToClick","Ch-ClicksPerClicker","Ch-clickToSale","Ch-okResults"
1024,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","1: 0-5k","1: 0","1: 0","1: 0-6",3344,0.0091,0.1169,1.5824,0.1169,0.6756,-0.1459,0.0027,-0.0036,-0.2259,-0.0036,-0.1143
1025,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","1: 0-5k","1: 0","1: 0","2: 7-13",806,0.0006,0.0114,1.5455,0.0114,0.6718,-0.122,-0.0016,-0.0306,-0.007,-0.0306,-0.1637
1026,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","1: 0-5k","1: 0","1: 0","3: 14-20",544,0.0018,0.0364,1.3273,0.0364,0.6431,-0.2217,0.0009,0.0144,-0.2881,0.0144,-0.1746
1027,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","1: 0-5k","1: 0","1: 0","4: 21-27",448,0.0022,0.0392,1.3137,0.0392,0.6358,-0.2302,0.0022,0.0392,-0.2529,0.0392,-0.159
1028,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","1: 0-5k","1: 0","1: 0","5: 28+",454,0.0011,0.0169,1.4407,0.0169,0.7037,-0.4162,0.0011,0.0169,-0.0642,0.0169,-0.0301
1046,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","2: 5k-10k","1: 0","1: 0","1: 0-6",4266,0.0084,0.1509,1.6394,0.1509,0.8155,0.7872,0.0008,0.0043,-0.0833,0.0043,-0.0119
1047,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","2: 5k-10k","1: 0","1: 0","2: 7-13",1856,0.0013,0.0625,1.6,0.0625,0.8836,2.0779,-0.0003,0.0295,0.0505,0.0295,0.0273
1048,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","2: 5k-10k","1: 0","1: 0","3: 14-20",1397,0.0004,0.0179,1.3571,0.0179,0.893,2.5159,-0.0022,-0.0206,-0.1813,-0.0206,0.065
1049,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","2: 5k-10k","1: 0","1: 0","4: 21-27",584,0,0,1.3913,0,0.8554,0.7802,0,0,0.0229,0,0.0504
1050,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","2: 5k-10k","1: 0","1: 0","5: 28+",316,0,0,1.3774,0,0.693,-0.2133,-0.0017,-0.029,-0.2313,-0.029,-0.1053
1067,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","3: 10k+","1: 0","1: 0","1: 0-6",524,0.0095,0.1587,1.6984,0.1587,0.6384,0.278,0.0063,0.0962,0.0109,0.0962,-0.0356
1068,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","3: 10k+","1: 0","1: 0","2: 7-13",129,0.0039,0.0526,1.3158,0.0526,0.6938,0.1057,-0.0018,-0.0307,-0.4759,-0.0307,0.0195
1069,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","3: 10k+","1: 0","1: 0","3: 14-20",92,0,0,1.1818,0,0.6848,0.1405,0,0,-0.1932,0,-0.0797
1070,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","3: 10k+","1: 0","1: 0","4: 21-27",82,0,0,1.125,0,0.638,0.0449,0,0,0.125,0,-0.0115
1071,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","1","3: 10k+","1: 0","1: 0","5: 28+",94,0,0,1.25,0,0.6349,-0.248,-0.0027,-0.0385,-0.5192,-0.0385,-0.0282
1092,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","1: 0-5k","1: 0","1: 0","1: 0-6",448,0.0078,0.2121,1.6667,0.2121,0.5938,-0.3938,-0.0003,0.0165,0.0471,0.0165,-0.1825
1093,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","1: 0-5k","1: 0","1: 0","2: 7-13",72,0,0,1.5,0,0.5931,-0.3429,-0.003,-0.1667,-0.3333,-0.1667,-0.1954
1094,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","1: 0-5k","1: 0","1: 0","3: 14-20",56,0.0088,0.25,1.25,0.25,0.4956,-0.4879,0.0088,0.25,-0.25,0.25,-0.3473
1095,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","1: 0-5k","1: 0","1: 0","4: 21-27",38,0,0,1,0,0.7105,-0.5476,0,0,-0.2857,0,-0.0395
1096,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","1: 0-5k","1: 0","1: 0","5: 28+",47,0,0,1.3333,0,0.5426,-0.7111,0,0,-0.5238,0,-0.1747
1112,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","2: 5k-10k","1: 0","1: 0","1: 0-6",308,0.013,0.2581,1.5484,0.2581,0.7463,-0.1793,0.0059,0.0762,0.3666,0.0762,-0.057
1113,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","2: 5k-10k","1: 0","1: 0","2: 7-13",77,0,0,1.5,0,0.7468,-0.087,0,0,0.1842,0,-0.1702
1114,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","2: 5k-10k","1: 0","1: 0","3: 14-20",56,0,0,1,0,0.8378,-0.054,0,0,-0.125,0,-0.0201
1115,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","2: 5k-10k","1: 0","1: 0","4: 21-27",20,0,0,1,0,0.7,-0.5775,0,0,-0.6667,0,-0.1944
1116,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","2: 5k-10k","1: 0","1: 0","5: 28+",24,0,0,1.5,0,0.6596,-0.5901,-0.0058,-0.2,0.1,-0.2,-0.2009
1133,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","2","3: 10k+","1: 0","1: 0","1: 0-6",63,0,0,1,0,0.6587,-0.1085,-0.0094,-0.2222,-0.5556,-0.2222,-0.1762
1153,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","1: 0-5k","1: 0","1: 0","1: 0-6",286,0.0052,0.1765,1.1176,0.1765,0.2705,-0.1937,0.0043,0.0856,-0.1551,0.0856,-0.1113
1154,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","1: 0-5k","1: 0","1: 0","2: 7-13",52,0,0,0,0,0.2788,-0.3953,0,0,-1.8,0,-0.1359
1155,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","1: 0-5k","1: 0","1: 0","3: 14-20",35,0,0,1.25,0,0.3286,-0.5249,0,0,-0.25,0,-0.0832
1156,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","1: 0-5k","1: 0","1: 0","4: 21-27",40,0,0,1.5,0,0.275,-0.2547,0,0,0.5,0,-0.0293
1157,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","1: 0-5k","1: 0","1: 0","5: 28+",35,0,0,1,0,0.4286,-0.5914,0,0,-0.25,0,0.0939
1174,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","2: 5k-10k","1: 0","1: 0","1: 0-6",140,0.0036,0.2,1,0.2,0.3082,-0.0942,0.0014,0.0889,-1.4444,0.0889,-0.1355
1175,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","2: 5k-10k","1: 0","1: 0","2: 7-13",48,0,0,2,0,0.5464,0.399,0,0,1,0,0.181
1176,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","2: 5k-10k","1: 0","1: 0","3: 14-20",24,0,0,0,0,0.3191,-0.1076,0,0,-1,0,-0.1998
1178,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","2: 5k-10k","1: 0","1: 0","5: 28+",24,0,0,1,0,0.1915,-0.3349,0,0,1,0,-0.2142
1194,"1: 17-18","1: 0-4","1: 0","1","1: 1","1: 1","3","3: 10k+","1: 0","1: 0","1: 0-6",46,0.011,1,1,1,0.2637,0.1375,0.011,1,1,1,-0.2279
1217,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","1: 0-5k","1: 0","1: 0","1: 0-6",6660,0.0167,0.1727,1.605,0.1727,0.7664,-0.2545,0.0064,0.0146,-0.126,0.0146,-0.0811
1218,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","1: 0-5k","1: 0","1: 0","2: 7-13",1654,0.0015,0.0213,1.5872,0.0213,0.7751,-0.3526,-0.0008,-0.0158,-0.1021,-0.0158,-0.0709
1219,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","1: 0-5k","1: 0","1: 0","3: 14-20",1072,0.0028,0.0411,1.7397,0.0411,0.7705,-0.4063,-0.0003,-0.019,0.192,-0.019,-0.0822
1220,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","1: 0-5k","1: 0","1: 0","4: 21-27",870,0.0023,0.04,1.32,0.04,0.7563,-0.4669,0.0011,0.0181,-0.2092,0.0181,-0.0486
1221,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","1: 0-5k","1: 0","1: 0","5: 28+",1228,0.0008,0.0102,1.4541,0.0102,0.7732,-0.4181,0,-0.0063,-0.1433,-0.0063,-0.0448
1229,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","1: 0-5k","2: 1+","1: 0","1: 0-6",133,0.0226,0.2857,1.5238,0.2857,0.7707,-0.0477,0.0106,0.119,-0.2762,0.119,-0.0503
1241,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","2: 5k-10k","1: 0","1: 0","1: 0-6",7363,0.0176,0.1857,1.6846,0.1857,0.8154,0.099,0.0039,0.0063,-0.0284,0.0063,-0.0524
1242,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","2: 5k-10k","1: 0","1: 0","2: 7-13",1800,0.0031,0.0447,1.565,0.0447,0.8056,-0.002,-0.0001,-0.0044,-0.1777,-0.0044,-0.076
1243,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","2: 5k-10k","1: 0","1: 0","3: 14-20",1076,0.0014,0.0189,1.6226,0.0189,0.8224,-0.0707,-0.0006,-0.0127,-0.1656,-0.0127,-0.0486
1244,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","2: 5k-10k","1: 0","1: 0","4: 21-27",981,0.0025,0.0391,1.6328,0.0391,0.8012,-0.0975,-0.0005,-0.013,0.0234,-0.013,-0.051
1245,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","2: 5k-10k","1: 0","1: 0","5: 28+",1176,0.0013,0.018,1.5928,0.018,0.7997,-0.1718,0.0003,0.0018,0.0243,0.0018,-0.0538
1252,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","2: 5k-10k","2: 1+","1: 0","1: 0-6",330,0.0197,0.2407,1.3889,0.2407,0.767,0.2827,0.0093,0.0898,-0.3658,0.0898,-0.0829
1263,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","3: 10k+","1: 0","1: 0","1: 0-6",1022,0.0093,0.131,1.6,0.131,0.7257,0.1784,0.0016,0.0141,0.1731,0.0141,-0.0039
1264,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","3: 10k+","1: 0","1: 0","2: 7-13",253,0.0079,0.093,1.4419,0.093,0.6937,0.0812,0.0065,0.0717,-0.1326,0.0717,-0.0428
1265,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","3: 10k+","1: 0","1: 0","3: 14-20",153,0.0033,0.04,1.56,0.04,0.7418,-0.0275,-0.0031,-0.0671,-0.1186,-0.0671,0.0088
1266,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","3: 10k+","1: 0","1: 0","4: 21-27",152,0.0033,0.05,1.9,0.05,0.6623,0.0167,0.0033,0.05,0.54,0.05,-0.0377
1267,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","1","3: 10k+","1: 0","1: 0","5: 28+",237,0.0021,0.0303,1.3636,0.0303,0.6392,-0.1495,0.0021,0.0303,-0.0887,0.0303,-0.0809
1290,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","1: 0-5k","1: 0","1: 0","1: 0-6",626,0.0144,0.2769,1.3846,0.2769,0.7858,-0.5547,0.0075,0.1033,-0.1603,0.1033,-0.0491
1291,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","1: 0-5k","1: 0","1: 0","2: 7-13",170,0.0029,0.0909,1.1818,0.0909,0.7683,-0.517,0.0001,-0.0202,-0.1145,-0.0202,-0.0749
1292,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","1: 0-5k","1: 0","1: 0","3: 14-20",104,0,0,1.2,0,0.7308,-0.517,0,0,-0.7412,0,-0.0835
1293,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","1: 0-5k","1: 0","1: 0","4: 21-27",94,0,0,1.1429,0,0.6968,-0.6078,0,0,-0.0238,0,-0.146
1294,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","1: 0-5k","1: 0","1: 0","5: 28+",106,0,0,1.1429,0,0.7606,-0.5641,0,0,-0.5238,0,-0.0716
1312,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","2: 5k-10k","1: 0","1: 0","1: 0-6",670,0.0157,0.28,1.3067,0.28,0.8345,-0.378,0.0073,0.0569,-0.2388,0.0569,-0.0276
1313,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","2: 5k-10k","1: 0","1: 0","2: 7-13",140,0,0,1.3,0,0.8029,-0.3368,-0.0016,-0.0588,-0.9353,-0.0588,-0.083
1314,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","2: 5k-10k","1: 0","1: 0","3: 14-20",94,0,0,0,0,0.8095,-0.2731,0,0,-1.2941,0,-0.0802
1315,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","2: 5k-10k","1: 0","1: 0","4: 21-27",84,0,0,2,0,0.7337,-0.2819,0,0,0.6,0,-0.136
1316,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","2: 5k-10k","1: 0","1: 0","5: 28+",92,0,0,1.4,0,0.8973,-0.4121,0,0,0.2333,0,0.0181
1333,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","3: 10k+","1: 0","1: 0","1: 0-6",83,0.006,0.1,1.2,0.1,0.6807,-0.4086,-0.0059,-0.1632,-0.2211,-0.1632,-0.096
1334,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","3: 10k+","1: 0","1: 0","2: 7-13",24,0,0,1,0,0.7551,-0.3257,0,0,-0.25,0,-0.0522
1337,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","2","3: 10k+","1: 0","1: 0","5: 28+",19,0,0,2.5,0,0.7105,-0.4356,0,0,0.8333,0,-0.0518
1357,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","1: 0-5k","1: 0","1: 0","1: 0-6",383,0.0091,0.2188,1.5312,0.2188,0.3982,-0.4567,0.0082,0.1473,-0.1473,0.1473,-0.1465
1358,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","1: 0-5k","1: 0","1: 0","2: 7-13",118,0,0,1,0,0.3644,-0.403,0,0,-0.3636,0,-0.2224
1359,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","1: 0-5k","1: 0","1: 0","3: 14-20",72,0.0069,0.3333,2,0.3333,0.2828,-0.5068,0.0069,0.3333,1,0.3333,-0.2592
1360,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","1: 0-5k","1: 0","1: 0","4: 21-27",62,0,0,1,0,0.439,-0.5638,0,0,0,0,-0.0953
1361,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","1: 0-5k","1: 0","1: 0","5: 28+",90,0,0,1,0,0.3352,-0.5019,0,0,-0.125,0,-0.1806
1378,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","2: 5k-10k","1: 0","1: 0","1: 0-6",290,0,0,1.8889,0,0.3759,-0.0685,-0.0011,-0.0667,0.4889,-0.0667,-0.1798
1379,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","2: 5k-10k","1: 0","1: 0","2: 7-13",86,0,0,1.2,0,0.3815,-0.1173,0,0,0.2,0,-0.1763
1380,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","2: 5k-10k","1: 0","1: 0","3: 14-20",62,0,0,0,0,0.4597,-0.2218,0,0,-1,0,-0.0968
1381,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","2: 5k-10k","1: 0","1: 0","4: 21-27",42,0,0,0,0,0.369,-0.4772,0,0,-1,0,-0.216
1382,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","2: 5k-10k","1: 0","1: 0","5: 28+",45,0,0,0,0,0.4667,-0.5312,0,0,-1,0,-0.1201
1399,"1: 17-18","1: 0-4","1: 0","1","1: 1","2: >1","3","3: 10k+","1: 0","1: 0","1: 0-6",49,0.0102,0.5,1,0.5,0.3061,-0.2097,0.0102,0.5,-0.5,0.5,-0.2638
1422,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","1: 0-5k","1: 0","1: 0","1: 0-6",886,0.0175,0.1824,1.6294,0.1824,0.7156,-0.4032,0.0027,-0.0233,-0.0809,-0.0233,-0.1571
1423,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","1: 0-5k","1: 0","1: 0","2: 7-13",147,0,0,1.2273,0,0.7959,-0.5333,-0.0063,-0.1364,-0.6364,-0.1364,-0.0528
1424,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","1: 0-5k","1: 0","1: 0","3: 14-20",82,0.0061,0.0769,1.3846,0.0769,0.7055,-0.6682,0.0048,0.0506,-0.3259,0.0506,-0.1208
1425,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","1: 0-5k","1: 0","1: 0","4: 21-27",73,0.0137,0.2222,1.4444,0.2222,0.7466,-0.4931,0.0137,0.2222,-0.1685,0.2222,-0.1122
1426,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","1: 0-5k","1: 0","1: 0","5: 28+",74,0,0,1,0,0.7162,-0.6269,0,0,-0.2692,0,-0.1729
1444,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","2: 5k-10k","1: 0","1: 0","1: 0-6",1145,0.024,0.2311,1.7815,0.2311,0.7603,0.0625,0.0082,0.0229,0.1325,0.0229,-0.1315
1445,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","2: 5k-10k","1: 0","1: 0","2: 7-13",218,0.0138,0.1765,2.7059,0.1765,0.8142,-0.0827,0.0096,0.1165,0.9059,0.1165,-0.0567
1446,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","2: 5k-10k","1: 0","1: 0","3: 14-20",92,0,0,1.4,0,0.8108,-0.5097,-0.0071,-0.1,-0.225,-0.1,-0.0425
1447,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","2: 5k-10k","1: 0","1: 0","4: 21-27",104,0.0048,0.1,1.1,0.1,0.7005,-0.0814,0.0019,0.0375,-0.4,0.0375,-0.1398
1448,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","2: 5k-10k","1: 0","1: 0","5: 28+",62,0,0,2,0,0.7016,-0.643,-0.0058,-0.12,0.6,-0.12,-0.1026
1466,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","1","3: 10k+","1: 0","1: 0","1: 0-6",81,0.0247,0.25,1.8125,0.25,0.8086,-0.0618,0.0131,0.0625,0.4375,0.0625,0.0056
1489,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","2","1: 0-5k","1: 0","1: 0","1: 0-6",92,0.0162,0.3,1.6,0.3,0.6703,-0.6465,0.0137,0.2412,0.1294,0.2412,-0.238
1510,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","2","2: 5k-10k","1: 0","1: 0","1: 0-6",102,0.0148,0.25,2.5833,0.25,0.7882,-0.4899,0.0098,0.1389,0.8796,0.1389,-0.0828
1549,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","3","1: 0-5k","1: 0","1: 0","1: 0-6",41,0.0122,0.5,1.5,0.5,0.3537,-0.5393,0.0122,0.5,0.1667,0.5,-0.1257
1570,"1: 17-18","1: 0-4","1: 0","1","2: 2+","1: 1","3","2: 5k-10k","1: 0","1: 0","1: 0-6",26,0,0,0,0,0.4717,-0.1543,0,0,-2.6667,0,-0.0283
1603,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","1: 0","1: 0-6",3904,0.0334,0.2512,1.7382,0.2512,0.8429,-0.5717,0.0113,0.0314,-0.0005,0.0314,-0.0703
1604,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","1: 0","2: 7-13",1018,0.0118,0.1206,1.995,0.1206,0.8846,-0.596,0.0054,0.0305,0.252,0.0305,-0.023
1605,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","1: 0","3: 14-20",580,0.0078,0.0849,1.5755,0.0849,0.8948,-0.6151,0.0031,0.0163,-0.0945,0.0163,-0.0143
1606,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","1: 0","4: 21-27",495,0.0051,0.0893,2.0893,0.0893,0.803,-0.5894,0.0026,0.0429,0.5738,0.0429,-0.1068
1607,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","1: 0","5: 28+",370,0.0041,0.0492,1.6066,0.0492,0.7986,-0.7039,0.0025,0.0187,0.104,0.0187,-0.0893
1609,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","2: 1+","1: 0-6",197,0.0863,0.4,2.0118,0.4,0.9239,-0.4451,0.0506,0.0935,0.2537,0.0935,0.0478
1610,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","2: 1+","2: 7-13",55,0.0091,0.1667,1,0.1667,0.9,-0.3293,-0.0112,-0.0185,-0.9259,-0.0185,-0.0024
1611,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","1: 0","2: 1+","3: 14-20",27,0,0,2.3333,0,0.8148,-0.4375,-0.0208,-0.2143,0.4762,-0.2143,-0.1157
1615,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","2: 1+","1: 0","1: 0-6",433,0.0427,0.209,1.8531,0.209,0.9376,-0.4472,0.0074,-0.0832,0.082,-0.0832,0.0172
1616,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","2: 1+","1: 0","2: 7-13",77,0.026,0.1818,2.8636,0.1818,0.9286,-0.5754,0.0131,0.019,0.9101,0.019,-0.0144
1617,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","2: 1+","1: 0","3: 14-20",41,0.0244,0.2,1.7,0.2,0.9878,-0.6602,0.0133,0.1231,-0.2423,0.1231,0.0348
1618,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","2: 1+","1: 0","4: 21-27",56,0,0,1.75,0,0.9369,-0.5375,-0.0056,-0.0714,-0.2143,-0.0714,-0.0047
1619,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","1: 0-5k","2: 1+","1: 0","5: 28+",33,0,0,2,0,0.9091,-0.731,-0.0027,-0.0526,0.5263,-0.0526,-0.0257
1626,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","1: 0","1: 0-6",5458,0.0399,0.2673,1.7897,0.2673,0.9093,-0.311,0.0133,0.0347,-0.0725,0.0347,-0.0064
1627,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","1: 0","2: 7-13",1253,0.01,0.1196,1.7512,0.1196,0.9002,-0.417,-0.0001,-0.0056,-0.0388,-0.0056,-0.0159
1628,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","1: 0","3: 14-20",693,0.0029,0.0348,1.4435,0.0348,0.8889,-0.4346,-0.0028,-0.0486,-0.4414,-0.0486,-0.0238
1629,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","1: 0","4: 21-27",588,0.0025,0.0405,1.6216,0.0405,0.8709,-0.429,-0.0023,-0.0352,-0.2218,-0.0352,-0.0159
1630,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","1: 0","5: 28+",505,0.003,0.0395,1.4211,0.0395,0.8644,-0.5472,-0.0006,-0.0199,-0.1879,-0.0199,-0.0152
1632,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","2: 1+","1: 0-6",279,0.0609,0.3238,1.8762,0.3238,0.9409,-0.3347,0.018,0.044,-0.1083,0.044,0.0458
1633,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","2: 1+","2: 7-13",76,0.0131,0.1429,1.8571,0.1429,0.8824,-0.2917,0.0007,0.054,-0.054,0.054,0.0027
1634,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","1: 0","2: 1+","3: 14-20",52,0,0,2.125,0,0.7573,-0.25,-0.0097,-0.0909,-0.3295,-0.0909,-0.1553
1638,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","2: 1+","1: 0","1: 0-6",784,0.0434,0.3105,1.7763,0.3105,0.9138,-0.1346,0.0103,0.0659,-0.2808,0.0659,-0.0199
1639,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","2: 1+","1: 0","2: 7-13",154,0.013,0.1,1.875,0.1,0.9381,-0.2299,-0.0121,-0.1027,-0.1655,-0.1027,-0.01
1640,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","2: 1+","1: 0","3: 14-20",100,0.0302,0.25,1.6667,0.25,0.9447,-0.3106,0.0255,0.1875,0.2292,0.1875,0.0394
1641,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","2: 1+","1: 0","4: 21-27",106,0.0047,0.0769,2,0.0769,0.9242,-0.2166,-0.0052,-0.0712,0.1481,-0.0712,0.0083
1642,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","2: 1+","1: 0","5: 28+",68,0,0,1.6154,0,0.9556,-0.6128,0,0,-0.1846,0,0.0569
1644,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","2: 5k-10k","2: 1+","2: 1+","1: 0-6",100,0.0896,0.3913,1.8043,0.3913,0.9353,-0.2406,0.0618,0.2466,0.1333,0.2466,-0.0143
1650,"1: 17-18","1: 0-4","1: 0","1","2: 2+","2: >1","1","3: 10k+","1: 0","1: 0","1: 0-6",462,0.0227,0.2283,1.837,0.2283,0.8788,-0.3091,0.0058,0.0608,0.1818,0.0608,0.0079
